selected_text,sentiment
sorry,1
it am and hungry,0
cant decide on wht wanna do with the rest of my day think may go bk sleep woe is me uugghh lol,0
it the final count down to bigger hair people,0
is looking prettier but pretty sure my code is very ugly,0
jennah can just tell jay said good night plz im asking nicely,0
dads should ask their year old sons before drinking,0
miss,1
was intentionally not mentioning,1
can wait to watch the tonight show this evening last one with jay,0
work work work,0
accept it you can do anything can you,0
thanks for the hug,2
short work week for me,0
nooo not too busy for you ever srsly,2
lied,1
missed,1
heading out to do relay in the belfast marathon,0
cute mother day strip,2
morning to all,0
needs new phone,0
fun times,2
oh we re friends now you know you re so up down with me retract my last statement thennnnnnnn,0
im sosososo sad should be seeing cory lamb in few hours love that kid,0
sorry,1
is tatteddddd,0
have degree moving dallas in few hours,0
btw nathanfillion is trying to beat his flight control score as well maybe you should follow each other,0
lovely,2
think thats what he is going for but he didnt have time to scan do photo shop and stuff before work,0
do mean ur tired because have go work or got ur wii work now ur tired,0
why does flickr no longer recognize my mail addresses,1
isnt convinced,1
have fun,2
unopened pack of goat cheese starin me in the face starving din not til,0
good,2
shes fussy,1
goodnight,2
good,2
happy,2
lovely,2
lets hope,2
shipwrecked all weekend license wasn suspended it got cancelled can take the risk driving and no one lives near me,1
awesome,2
am officially kindergarten cop,0
blessed day,2
nothinbg home about to jump in the shower the streets is calling meeeeeeee what is it tonight tell,0
wow,2
hate mondays but love schedule hello digg reel,0
they prob are sold out all wanted was to see them for my bday lo,0
excited,2
you lucky girl,2
just fyi ruin hollywood is closed last friday was our closing night,0
tonight is my last night in my apartment,0
excited,2
waiting to be picked up we re off to aston this morning,0
it because we re right,0
goodnight beautiful world sweet dreams olive juice,2
ahhh bank holiday slept late now going to dinner in my sisters whos real monica hahah and im late il get cold dinner now,0
sounds good,2
is now writing word newsbites,0
phone issues,1
what let down,1
nd weir,1
wish could go with me someday loove ya,2
hate,1
man hate church has to be done though like the way it makes other people feel good,0
cool,2
ahahaha that happens to me all the time poor angela,1
wow this is great,2
sorry,1
,1
getting ready waiting for cor picking up josh movies out to dinner then trailer perhaps baccck to work tomorrow,0
will take lots of pics it is really pretty there lots of palm trees,2
compliments,2
good,2
the day was planing on doing my work havent leave everything to the last minuet,0
loved that car in high school,2
holding audrey mine and erica bean bag thing,0
but no one will go with me,1
there go my big plans thanks tonsils,1
appreciated yeah it sure is challenge and great reward,2
omelets are better when made with butter not olive oil also doesn like my cooking spits in napkin,0
awwww never noticed this,0
my grandpa just told me he feels useless said papa you re in your you just do what makes you happy somehow doubt it helped,0
awesome,2
unplugging for the rest of the day have good one everybody,2
weather is back to being great shame have to wait in for my delivery,0
in london last night so give it few hours sure few will appear,0
aww happy mother day,2
napppinggg then work,0
snif snif,0
oh yeah point taken,0
phone was acting crazy today so missed all my tweeties updates but fixed it,0
happy mother day to all our moms,2
,1
happy,2
odd tried to call mitchel musso but it dosent work,1
probably because it wasnt command bet you dont understand pay out on fantasy football either droids look out for,0
no longer sophomore junior year is bringing new things ll be on now hit me up and check out,0
my belly is speaking to me need food,0
dont leave us whats up,0
fun,2
awesome,2
happy,2
fun,2
sad,1
amazzzing,2
hey the letter sent finally came back today ill stuff its contents in with the other letter and send it off to you tomorrow,0
sucks,1
wish,2
shoot voted and somehow looked over yours boo hiss forgive me have great weekend arik,0
nd goo,2
seperate yum together gross sounding,0
there are bugs attacking my laptop,1
you are right if you ordered static ip it should have been set up apologize if it was not,0
what you thought did it all for mom of the year award nope tad bit more selfish than that,0
sunny,1
hope,2
sry,1
happy mom daaay,2
silly,1
mad,1
full of energy,2
dreamt someone committed suicide drip stand,0
don want to go home,1
happy mother day,2
yup still havent packed,0
yeh still have the weekend but get weekends anyways today is my full last day of vacation time,0
im mad it wasnt scarey,1
wis,2
heheee hope you get some decently priced breakfast real quick david,2
yes but now,0
waiting for it so can get back to nambu which stopped working on for me,0
wish you we re coming to perth,0
am tired tired tired think im getting sick,1
honestly,2
problems,1
had kickass day,2
oh are we not doing that anymore,0
fa real me shay been on the toilet all night shlda knwn sumthin ws up whn they didn crd us our scorpian bwl,0
beach with ashley,0
upshot if they want to hunt you down uhh well wish all the best of luck tweeps,0
definitely following ve been following the creator of this feature since,0
think juz missed my last bus,1
in drivers ed then dance,0
ah wait we can only go if you can get us to and from cos my mom tires are nonlong distance till she can buy some new ones,0
fo sho im down,0
thanks,2
my head hurts because that air freshner is the most horriblel scent ever im super grossed out,1
can get the sound to work while on dvd was going to watch mary poppins,0
never got through,1
am usually more creative on mother day but lately have not been feeling creative good night uh morning,0
it alright it ok ashley tisdale,0
daaammmnnnnn do wish was there,1
hope he had fun,2
happy,2
happy,2
prefer overcast days too sorry it hot where you are,0
is at school its her last day of high school ever ever ever,0
im slightly over it dont feel like today much at all,0
it was on my cnn subscription on google reader couldn help but repost it,0
efteling was great had nice time with family had dinner,2
thank you make sure read the groups description to better understand this project,2
good morning ladies and gents it going to be an awesome day even though the weather is terrible,0
made little cover for my iphone the birds aren upside down on the back http,0
at the beginning of what may be the worst recession,1
happy be,2
the cuckoo is back this year model starts chirping at am instead of am,0
thanks,2
happy mother day,2
hey ve just updated my twitter,0
needing girls night wearing sweats watching movies eating chocolate and talking about boys,0
wow,2
don frown my lil aussie still love you muah,2
never wear your pajama pants to school,0
gotta be at church by ten for camera meeting finally lol,0
hate,1
really want to see,2
help represent high profile actors for their tv film theatre careers so get free tix but not for jersey boys,0
please play in my movie,0
hates the net,1
stuck,1
hope you have better weekend then,2
wants to welcome,2
itchy,1
thanks,2
on security audit,0
congrats,2
they re for my mama always bake late and get worried that the mixer is gonna bother people,1
good,2
woman didn know you came home you so suck when are you going back,1
can someone chemics,0
thanks,2
awesome,2
it really hard,1
losing weight check the pic,0
robbed,1
please vote for my husband jorge at the all star game can vote anymore,0
miss,1
love you mommy,2
landon now announces big poopy coming every time just waiting for him to yell that in store for the first time,0
still miss my satan,1
yayyyyyyy,2
oo ok when opened up twitterfon and it said had reply was like lauren conrad andswere me haha,0
hope you don get let down again,2
they are having hard time,1
turn them off you can still go aero free,0
thought was funny,1
thanks for viewing,2
aw well glad to hear you re okay try hot bath or cup of tea maybe to calm you down worry about you,0
not happy,1
funny almost right,2
uploaded my random fandom trailer to youtube check it out in here it also in hd,0
delicious,2
had an account at local comic store that ran to at one time,0
love,2
awesome,2
when gonna come show minnesota some love though hun,2
painting my room,0
borin,1
just investigated whether could change my username to ermintrude someone already nabbed it,0
going to see star trek again tomorrow night but this time in full imax glory hope my motion sickness doesn get the better of me,0
monday doesn bother me,2
love,2
guess if you can accept me ll have to keep it movin,0
sucks,1
haha,2
im ill hate it,1
theres really cute cut out,2
guilt,1
are you tink the people on the street in ny waiting friday are crazy brooke,0
hope,2
hurts,1
yao is out for the rest of the season nooo staying home on saturday night shock got my phone fixed,1
awww that nice,2
love them,2
hurtin,1
hope you had great time,2
loads still using snail mail,1
first day on new job bought new clothes already and it was off for employee discount,0
you must be doing different poetry to me all we get is catullus some ovid and and an extract from the aeneid,0
not an easy place for me to access task based ux is something ve been thinking about like to hear the criticisms,0
would sleep good rice lmao,2
haaaate,1
got new dog,0
you know you re too old to party like rockstar when you realize no one else claps when they dance it just you,0
so bored,1
and think you should come home now,0
sorry,1
feel unloved,1
my gf has an interview with them this week,0
last days of school sad but happy but anxious,0
feel like,1
ok babe gotta go back to work tweet you later,0
everything is cool now wish the boy was able to talk,2
thank you,2
on myyearbook myspace here and messenger,0
dancing was alright to,2
he fun,2
attics to eden out today,0
duckraces in the bath don quite work especially if you have no ducks,1
send that along lady,0
so clumsy lately,1
you people are missing the point here instead of loosing followers he gaining over new ppl in hours,0
trying to fix my background,0
so sad miss my babies,1
got insurance forms for polo feel bit has to be done though,0
hi who is mary poppins,0
legs are still hurting little,1
good time,2
my body decided it wanted to be sick,1
get her clogging shoes,0
glorious day in glasgow for change and working too much to do to even contemplate knocking off early,0
good friends,2
free da,2
not fair,1
too many boys are lacking those,1
fun,2
you are right,2
very special,2
as grea,2
great song,2
well nothing can give you pen,0
awww wanted to see some more of greg,0
so sorry hate those kinda times,1
bummed,1
ikr,0
making the treck from lafayette to batonrouge solo,0
to atl in the morning then back to clemson,0
nvr wanted may to come to an end,2
so lucky to have such gorgeous wife,2
everybody is sick,1
sorry,1
you have plurk account too,0
brand new bo,2
will take pic for you,0
you ll be miss,1
happy,2
if you have cents can buy share of gm stock probably cents tomorrow,0
not looking forward,1
never thought falling in love can cause so much pain good thing that so over that phase,0
stupid,1
getting better with the pain though want to give my poor liver break,0
upset,1
gave you big mention on the godtalk radio show last night last segment of the first hour podcast format avail soon,0
believe,2
good morning everyone once again happy mother day to all the mothers out there hope you all,2
samberg and timberlake collaboration in box,0
only oral left then have to learn them all but oh welllll at least don have to write them,0
cool,2
so annoyed missed mitch benn,1
chillin an havin drink,0
oh wanna buy just that girl drew seeley but not allowed talking itunes store,0
really gonna mess this uuuup,1
ahhh,1
hate it when that happens exciting though,0
thanks,2
what brody how dare,1
getting ready for long weekend of work friday saturday and sunday,0
selfishness,1
everytime send an email to my coach feel need to practice balls lo,0
are you coming to the wedding want all of his friends to be there right sug,0
not fun,1
tweets just living the rockstar life one tweet at time,0
norwood house party haaaaaa yaaaaaaay smiles,2
shots of espresso aaaaand nothin,0
just hope my ceramic crown doesn shatter some time later,2
happy,2
makes sense,2
ave,2
hmm ok next time see you il just get you to explain to me the whole process haha,0
happy anniversary to you,2
cart path only,0
devastated,1
noticed that you were on the same hallway no worries about the bbq hoping there will be more to come,0
love,2
neat,2
thank you,2
enjoying,2
haha all should really hurry up and announce australian tour dates it been freaking months,0
as clea,2
they paid you to go think before voting each vote counts,0
di ½ji vu changing out of my gq outfit,0
excited,2
self portrait week would you like to join in,0
love,2
am letting you read this,0
lame,1
there are wonderful people in my life who think can handle only in small doses there is just cud be with every hour everyday,0
hopefully,2
but thought summer hours meant was supposed to get to go home at,0
thanx da messages,2
my heart aches for her children,1
typical,1
am jealous wish had some,0
rofl,2
if up with brooklyn when suppose to sleep in ll call you ladybug,0
thanks,2
goooooood,2
chino gentleman jack is pouting because mommy is gone to dinner,0
toy story june can wait that long,0
so funny,2
decent australian guys are hard to find trust me you re better off with an american one,0
good,2
love,2
thanks,2
better,2
feet are really hurting now thought,1
wish,2
is feeling fab today and missing my boo,0
beautiful,2
sucks for you,1
rubbish,1
nice,2
sick,1
nice,2
haha this tripped me up once when was talking to harvard read it as an aussie automatically came off as an idiot,1
hope get job cuz we need an apartment drunk miss my lil punkin tehe,0
think its like million degrees here,0
thanks,2
have ordered the cuuutest invitations for my new niecei ½s christening and they just arrived back in sa sorry that wont make it myself,0
lol just remember how it was after my car accident,0
don know what this is all about but goin to sleep,0
too difficult on the upkeep,1
out shopping,0
those are the things that mean the world,0
hopefully,2
little hungry nice bowl of spicy lentil soup should fill the gap,0
disappointed,1
great show,2
need hug gotta find another place to live and new job,0
forgot about my old twitter account please follow itsjeff will stop this account soon prefer the address that doesnt have my age,0
thank,2
enjoy,2
cramping,1
not if not on the list,0
sorry,1
its after an man is texting me telling me that he wants to come over say tired lol da punk says he ll bring me redbull and kfc,0
ahhahahaha ariyan want to listen to that now used up bandwidth by downloading hamish and andy podcas,0
foot think it will let you since it international but we have twitter haha,0
holed up quite nicely for hours this is one of those times regret never having married or gotten cat,0
relying on my mobile which lacks reception trying to help but just looking silly,1
watching baby mama again and eating pineapple orange raspberry sherbert,0
sad,1
darn,1
lots of decisions to make need an assistant cook nanny chauffer lol lol but real,0
awwwh sorry we ll be glad when you re close,0
don think the neti pot is working,1
pm so early dat pm my time,0
demi if you can think itd be amazing if you covered thats what you get by paramore haha im sure you know it,0
broken,1
with my jordie for little bit,0
lonely,1
realy can sleep,1
not super keen on the drive home through the rain additional concentration required that don really wanna deal with,0
with mph winds,0
bad,1
actually really liked merlin last night some parts were bit eh but the part where that chick was singing was like whoa,2
enjoying sunshine in the park with friends pale shirtless footballers are not attractive afraid,0
bought some little plastic personal wine bottles at jewel perfect for rooftop boozin wish didn have to wait so long,0
had nice pre mother day dinner out,2
happy,2
think did okay on my math test today really really really hope did if didn swear will get so mad at myslef,0
remember and drink plenty of fluids and no buwieser dose not count,0
leno last show tonight,0
re meetings you were right my afternoon has started to fill up,0
barely,1
yeah ecpm is going up and down badly hope things improve,0
sad,1
top,2
good,2
doesn make sense,1
got deadline to meet,1
the best lol,2
yay you so proud of you and not even being sarcastic even though you told me to shut the up,0
actually love it it was so nasty lol,0
missed,1
kinda pissed,1
thought you would win,1
totally broke is right have to wait till monday to get paid though boohoo,0
thanks for saving me the money,2
wishing things were different,0
happy monday tweeples hope it wasn to hard to get out of bed and back in gear,0
it kind of hard,1
the book bloggers panel is not listed anywhere in the program be there tomorrow at pm in room bea,0
looks yummy,2
goodb,2
we already discussed this today but yeaaaaaah,0
thanks,2
pretty satisfied thank you very much,2
el_rumi just do english with them half my conversation is in english anyway fii mushkila ma al modem wa al router,0
are true fan,2
sick,1
you burned yourself too so did ohh no xoxo,1
wrong,1
garbage,1
morning everyone another dat of school,0
someone work with today told me that if took real age test it would tell me,0
eating egg whites right out of the pan,0
aaahhh showers are great,2
why is it your last ever uk tour,0
very sa,1
they better not be out,1
man up,1
is missing someone,1
can seem to sleep,1
aw frank like that movie it cool don fully understand but think that cool,0
hair grow back,0
waah we re no longer your peeps,0
we don need no education,0
just file me under seduced sweetie,0
great,2
sky man is quite friendlyand likes joey still annoyed that got woke up about half eight though,0
awesome,2
summers can be fun,2
lmfao,2
miss them,1
maaaaannnn its holidayzzzzz,0
what happen to the maids of yours quit once again,0
sucked,1
watching ace of cakes its suwweeeeet they use alot of fondont or howeva ya spell it,0
anyone else go train tripping on national train day leave comment of your adventures on the site,0
great,2
tried td but it battled with cs over my processor nambu is really good but unintuitive,0
at church now bout to od on my smoothie bc it might be melted when come back,0
awesome,2
amazing,2
killed ba,1
need haircut should not be able to pull my hair into ponytail,0
bad,0
tried replying to your mono lake tweet but dunno what happened just said know that lake very well,0
know it in hd but comcast doesn have it,0
eyes wide shut is one of the weirder movies ive seen any wanna sell me their just so can sleep in my apt by myself,0
people weird,1
toodaayy,0
happy birthday and congrats wish you were here for your lady ill take care of her,2
amazing,2
jummy,2
made my pin hole camera todaaaaay need to get some film now,0
hello back to work today after week of vacation,0
as looking forwar,2
if hobo and come next week we re buying you all drink,0
its funny,2
morning miss sarah cyrus what up,0
gosh today sucks,1
okay this weather isn cute sundress friendly dont get how it could be so warm one minute and cold the next was freezing,0
best best,2
the link,0
not me sigh,0
feelin like blah,1
disgusting,1
bach suggest pta for such alerts but pta generally stands for parent teacher association in the us might confuse tweeps,0
negghead mix on the air,0
if you come to gig in dublin you can be my dancing partner whatcha think hehe,0
not looking forward,1
lol still would have got look at his face just in case,0
oh ok we re supposed to be going to see star trek on sun for daves day at least it not shatner,0
how do you spell ppphhhhhttttt,0
good luck,2
back from driving and now back to bed,0
does it mean you will going bed earlier on mondays,0
hope everything ok,2
so tried to send you direct message and can because you aren following me,0
burnt,1
ok deleted all messages and hope they don come back,0
here at work still feeling the pain for my friend wish had magic wand to erase all the madness,1
is,1
tonight is the last jay leno late nigt show,0
cool,2
love the idea of,2
benefiting th,2
didn sleep good last night,1
energized for another week,2
see you there,0
missed my friggin hair,1
just got home and got to freakkin clen,0
no sir they did not was amazed when woke up this morning,0
watched it all online has the last episodes of,0
wow seems like lifetime since been in here never change to talktalk home phone broadband not been workin ova week now,0
this is joke surely,0
fantastic,2
cool what did you get,0
intrigued,2
lovely,2
hope everyone has great bank holiday,2
boring,1
job not so much,0
greatt,2
going to get my blood taken,0
am still tired,1
working the preschool waiting on the kiddies to get here making dunkin donuts coffee,0
my tree tipped over in the lawn,0
killing me,1
hard,1
sorry,1
love th,2
as much as loved texas my dislike for needles could interfere,0
good,2
missed,1
good,2
totally lost rip,1
watching everything is illuminated and dreaaaming,2
my besties if only was there,0
enjoy it though,2
you hungover never am not hungover don know how think it may be my new superpower is la whalen at home,0
really don want limo service to take me to the airport want him to ok soft moment don get use to these,0
winner,2
having bev by myself too sometimes you just have those kind of days and you need to relax,2
is enjoying the nice weather but has been stuck indoors writing an essay for most of it,0
im back wooooo,2
thank you for everything always,2
outta space,1
that post was for,0
sounds nice,2
nice,2
love storms,2
metro from trader joe to st closed so many firemen and cops wth happened walking home bus can go further ohh,0
yippiee,2
tired,1
time to bed now,0
lovely morning to cycle to work but met with degree office,2
amazing,2
you re just jealous,1
my kitchen is gonna smell,1
when start cloggin up my own twitter feed it time for me to go to bed nighty night be sure to go to the tweetup and meet me,0
,2
but don worr,2
cool,2
yeah imagine you did,0
like,2
best roast,2
getting ready to go to the comedy club and listening to some tip who on ichat or skype right now need an outfit critique,0
great,2
aarrgghh fu hose ha,1
what are you doing up so early,0
cleaning,0
wish could take my pillow to school dead serious,0
dead,1
beers whiskey awesomness work in hours sourness,0
wow that is scary statistic,1
nvm ll stop whatever see you th guess,0
lights off its presentation time,0
know it so crazy love using it too have you seen my yt recently am partner now,2
bad,1
thinking about you,0
sadly,1
we in bed now,0
though,1
felt horrible poor thing,1
finally home after big of travelling ahhhhhh now time to realx,2
whatever want us to wear stick show off around dumbo brooklyn manhattan,0
lazy shiit,1
this is to all the people who have myspaces please add it my friend clothing line,0
homey missed da bus,0
stomach ache totally sucks,1
assignments,0
just found about ten typos in one story in the plain dealer including one run on sentence it happens more and more these days,0
isn bit of little britain in all of us,0
dont think,1
when you re driven to be in the theatre you develop thick skin yo been auditioning since she was gotten part,0
the night continues my fav mazie kristina ericka robin,0
amazing how the house doesn look any better for all my efforts,1
holy,1
sprawled,1
omg tweets till and only about tweets difference btween and comedyqueen,0
cant sleep dont deserve this,1
enjoy,2
hope,2
the closest is good two hours,0
alrightttt twitter have netball nowww this is my th twitter haha byeeeee,0
good day day,2
lovin the first lady fuschia sheath dress,2
editing all the photos took at my brothers soccer game he got lot of work to do as coach,0
doesn exist anymore,1
have sunburn line on my back from the tag sticking out of my tank top all day ugh need aloe vera went to the park again,0
virus hunting on computer always wondering what it will destroy,1
happy,2
great,2
at sharkeez,0
he my mother favorite it was so hard telling her,0
started the week with wedding now ending the week with funeral,0
hiyaaaaaa just got back from the scan wow was amazing cried haha,0
would love to catch up with yo,2
goodnight everyone happy mothers day to all of the mothers out there,2
late,1
fantastic,2
unfortunately your fix didn work oh well lovin me some peoplebrowsr anyways,0
excited about the new pushing daisies episodes but it makes it that much worse had finally gotten over the cancellation,0
relaxing,2
time really flies my frd how you love hunting mission going abt time to bring the sexy yu yung jacket out,0
play,2
yay,2
yeah it was face face nite we went to palisades to see star trek can remember it said it while we were in the car,0
jealous,1
backache,1
swear mine was evil it was green and everything lol,0
ll mis,1
ok my ipod,2
like,2
this is travesty,1
omg just slept like hrs in the last hrs think dying or something reminds me of catche,1
cause wasn there,0
missed bus walking miles,1
just got home no rosie surprise of smiles hugs kisses waiting for me,2
on my way home from ny then sleeping,0
sufferin already,1
funeral at today is going to be bad,1
busted,1
wishhh,2
hope,2
yes we can make it,2
sure is rainy the storm has left everything everywhere would love follow us,0
yea dongggg,0
doesn seem to work,1
missing,1
yay,2
nah is next week honey ma fault for confusin,1
understandable,2
woke up early still sick,1
oooh yeaah fooood time ve found my seat at this bbq right in front of the food hahaa,0
happy mother day amma made cake remember loved it,2
lol ok we gotta get the folks from microsoft and live in wa to hire me,0
sorry,1
not so tired today,2
quite miffed tbh,1
his beard is addressed in this week lols,0
looking for vibrating phone is like trying to find feeling,0
long delays,1
gutted,1
pebbles thrown at windows should get someones attention,0
back to roseburg and an empty apartment,0
sickee,1
hate,1
fml,1
finished zombie chronicles few days ago it was bittersweet now need something new for the gym,0
grrrrri want you to come kiss justice for me,2
have real sleeping disorder,1
sweet,2
just installed youtube downloader anyone knows how to make trailer out of videos,0
way bought it today aswell now have it twice cos pre ordered it aswell cya later,0
miss,1
love diagram of the mainstream adoption curve,2
on my french paper,0
tired,1
wait why didn know about this wedding aren supposed to be in yours and vice versa btw know it not yours,0
want to change my twitter name but can think of anything,0
worry,1
it looks like it might rain,0
food food food,0
super duber high,2
im sorry,1
bullet train from tokyo the gf and have been visiting japan since thursday vacation sightseeing gaijin go,0
called but you didnt answer,0
says gud eve guys,2
have fun with your princess,2
my mom is sick so,1
am sick,1
here,0
that squeeze bacon looks like poop,0
stop your twittering maryland cookies bgt,0
sukks,1
soooo need to catch up on all this new stuff going to the airport to fly home from vegas,0
restful,2
amazing,2
dirty,1
not really all in all if im not mistaken mga less than each lng ang gastos namen,0
so im listening to this random playlist and its leaning toward serani,0
oh so happ,2
sorry,1
how it was slept,0
the rain bring back some memories,0
going to leeds,0
ahhh ikr he the cuteset thing ever plus it reminds me of twilight which is good cause looooooove it so much,2
yes indeed,0
thank you now we ll just have to see how long it takes me to finish the thing,0
here come the hawks the mighty blackhawks,0
where are you going tonight,0
won let me watch,1
my daughter went to bday party today caled grace of cakes the little girl is named grace they made cupcakes,0
you guys didn call or come over did we do something def give us call tomorrow and hang out with us chick,0
dramatic,1
would think you want to follow me,0
unfortunately,1
certain tweets write are on the spot messages for person group or pornstar and those tweets usually get deleted within the hour,0
suck,1
you realize you just did solid better than full page in the ajc,2
can hack if have directions have multiple social net sites think this is cool add but we chose not go mu,0
great,2
yay ll do you heart mk shout in sec pam,0
good,2
lol seriously fail sigh,1
nicest,2
building websites,0
love,2
glad you mentioned it last night watched it again,2
you ve been featured on ykyat,0
beauty,2
gotta shower then go apply for more jobs hopefully no creepy old men will be working again today shudder,0
me too,0
got soooo hype,1
lovely,2
wishes could be the one going to our conference in the bahamas next week,2
call me einstein got math test results hell yesss,2
amusing,2
would get lot more done if could list items on etsy on my phone can do everything but upload pics,0
time for bed oh how wish someone was laying next to me,1
my hairs straight lmao,0
ts nic,2
sick,1
missed,2
looked for you but couldn find you amongst the crowd,0
fabulous,2
aw you level up haha but just try to manage your money,0
wanna come with before we go to myka party,0
no problem,2
nice,2
,1
no but it does amazing things with keeping all your online conversations in one place unfortunately that place is google,0
love,2
delicious,2
miss him,1
believe,2
im drawing pictures to show how much miss him,1
burnt,1
ironclad determination,2
can studying so don fail come over ll make some tortellini or chicken or chicken salad,0
it pissing me off and not letting me follow ericka,1
thanks,2
ofcourse they wait until the last minute to run an experiment at work that have to supervise aka dont get to leave work on time,0
can help it if grammar nazi,0
recording new songs,0
trashed,1
oh thank god so sad that this happy,0
love,2
can do any mor,1
alot of new pictures tweets some really old some new check out the new ones if you wish tweeeet,0
shhhweeeet jay bros back from from prom,0
sweet englands becoming lamer and lamer since you guys left,0
happy,2
should work fine as far as know shrug maybe send tweet to,0
high five to all of our fans,2
hmm you can judge book by looking at its cover,0
yummy chocolate cake wish even got one for my day,2
hubby is snoring but still love him,0
great,2
just found out have to leave my lovely flat and been waiting hours for plumber still no job news not good day,0
bored,1
am mad bored,1
yaaaaaayy,2
its already been crazy morning and its only,0
so broke life isn fair,1
now wish hadn,1
finally made it to,2
why hello there how life on the other side of the screen,0
going crazy the pain is unbearable gotta wait till thursday,1
impressed,2
excellent,2
nothin better then ridin in car with your sister while blasting th cb and lady gaga so loud you cant hear yourself screamin the lyrics,2
wishes,2
good,2
would but don know how to do it from the phone,0
aww man arrived how to guide less,0
will,0
tweep tweep haha,0
does anyone update the google calendar with photowalks looks like ve missed few,0
good,2
mean,1
hear you sister same her,0
impose your formidable will,2
why have to bring it to you like the,0
it can only get better,2
why do you hate me,1
love my mom she the best mom on the planet,2
cute,2
rubbish,1
expected silverlight content on vine site they realized the reach of flash lol,0
ok im jealous wish was in bed,0
cried too,1
hopefull,2
struggling,1
agrees,0
loves,2
lost,1
afraid,1
always amazing,2
open office writer is weird,1
hopefully,2
happy mother day,2
great at it,2
looking forward,2
had good time,2
just ate at chipolte ate more than usually do now ew full not content full but ew full,0
problems,1
almost done with my first day at the spa missed this place then headed to fort collins to close down casa de kent,0
poor pigeon,1
it tragic,1
tired,1
hate pc,1
likes,2
very cool,0
quite like lily allen and her music to be honest,2
that great will have to do the same as was forced to miss it had to leave for work,0
like,2
refusing,1
success after much grumbling abt how we always waste money on useless gifts mum sees the ipod nano and loves it,0
too bad my cable is off as of friday,1
woke up early dang man know not going back to sleep,0
after hearing susan boyle sing she came off as the most beautiful person ever seen feel bad for my first impression though,0
well done,2
lol nah of course you ll get the dvd first since you ve already ordered it ll sign up to bebo on tuesday then lol,0
realise what tourture,1
bad,1
it sad,1
diego know lo ame jack,0
congratulations,2
up was pretty good it was kind of depressing though,0
having fun aiming them,2
have great night,2
im not feeling so good,1
well you can lol,0
waiting on the cue for kenny,0
oh godddd,1
new forest hoping the walk would lose me some pounds,2
yep think might have just made the decision to go head first we may be witnessing historical moment real talk,0
just ran hair first into spiderweb full of baby spiders almost set my own hair on fire to get rid of them almost,0
unfortunately,1
same here mmmm macrina bakery,0
not happy,1
misses,1
was laughed at today for being too hopeful with the things,1
sure look good,2
did you have an amazing time,0
awesome,2
miss,1
its not as good as,1
man ain been without presence in minute feel like lil kid with no momma,0
si love my friends hate how they unintentionally make me feel inadequate ineedhelp,0
wonderful,2
millenia mom think am in that category,0
sounds like great way to to start mothers day enjoy your day,2
is sooo waking both of them up on my way back to sb good night america,2
lo,2
really fancy frappuccino from starbucks right now,2
sad,1
thunder is scaring me,1
at least you have next year into the big wide world for me,0
love,2
hate,1
awful,1
haha ashley tisdale is on again,0
miss,1
happy,2
both at the same time,0
hurts,1
glad its nice there,2
mmmm yes please,0
trekked out to the wrong place,1
ah just finished making tea for tomorrow night,0
because the one was having at that moment woke me up,0
look how choke on this talks to me,0
was too late for the contest,1
missed,1
fab,2
happy,2
law of attraction some assembly action required if have asked enter medical school still need fill out the application,0
today was good day,2
conference call arranged for pm today just blew my leaving early out the window,0
badly,1
and must laugh,2
days text messages this month,0
up need coffee ut get ready start this new day in my lie,0
fat and sad,1
sadly,1
good luck,2
dead,1
yes can imagine need my morning coffee otherwise cannot function have good and relaxing sunday,0
come an add new twitter only for fans,0
im liking this place more and more,2
bad,1
of course cough mean no hours extra testing and debugging time,0
soooo tired yesterday long day at the office just did dinner and crashed,1
fantastic,2
omg,2
want to hear something funny,2
agree,2
yay for st louis traffic,0
yeah daw wear mask na,0
break,1
blow me away it is raining harder here yay you well done,0
got rained out at the beach,1
drinking lemsip cause apaently need ittt im not sick,0
great,2
that would be awesome think hate how expensive phones are,0
handy,2
try thinking of something calm and peaceful such as relaxing on the beach,2
watching the th harry potter movieee,0
step by step leaving it all behind,0
wrong,1
based on the similarity between may the th be with you and may the force be with you today it the star wars day,0
exciting,2
love to travel,2
if ran the mile to mcdonalds and ran the mile back would that burn off double sausage and egg mcmuffin lol,0
it raining so chocolate world it is,0
and now smell pancakes or maybe toast or something delicious but no one is at my place cooking,0
how come it so cold now few days ago it was wicked nice out now feel like need my winter coat back,0
gutted,1
super,2
have three hours to do my hair and it still won be straight,1
could you post link to the internet version of the times so that can read it,0
want my real keys back,0
cause theres no party,0
all is quiet in twitterland day,0
friday night and working,0
made me feel better,2
fun,2
why don you ship it to japan,0
fcking,1
live now live dj jayem click,0
lol haha fresh to death lol ha ha love and miss id almost given on cuz nvr respond me but did today luv,0
am so so sorry to hear that he has parvo good vibes comming your way,0
im on twitter mobile confusin lol im knda slow,0
oh that makes sense well you are officially my first from celebrity,2
wanting to go out apparently no ones available,0
gloomy day can stop my bliss,2
woo hoo it time to play name that twune,0
thank you,2
panic,1
now have brian freeze,1
ya know why today sucks,1
cant believe you are closing moro and ive never had chance to see the show good luck to everyone you are all stars,0
really degrees as the high and on my way to work hagg lake tomorrow is going to be especially bomb sauce,1
hell of lot to do but they say you shouldn complain theese days who are they and can they help me in that case,1
in my nice big bed,2
ruined th,1
good question could they,0
for danica and your team not the end of the world now is just hopes for great race,0
hopefully,2
